	index	score	token	token_str	sentence	model	dimension	rsv
12	12	0.012430476024746895	15402	alto	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.01233628112822771	73974	lento	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.008237414062023163	81049	justo	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.007278951350599527	105034	cruel	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.0070686559192836285	12596	importante	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.0070218658074736595	83293	preciso	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.006961280480027199	12028	bien	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.006887239869683981	52781	fácil	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.006615357473492622	48668	necesario	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.006514121778309345	22777	posible	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.0063131763599812984	22759	horas	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.005652010906487703	23827	mucho	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.0054956902749836445	89512	triste	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
25	25	0.00469340942800045	39738	pronto	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	4
26	26	0.004676217213273048	89775	viejo	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	3
27	27	0.0046189045533537865	105995	frío	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	2
28	28	0.00412779813632369	28479	fuerte	mi vecina ha conseguido el trabajo ya que es muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	1
0	0	0.2570968270301819	29620	difícil	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	29
1	1	0.07079298049211502	31854	larga	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	28
2	2	0.06258700042963028	32638	diferente	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	27
3	3	0.055685464292764664	43420	bella	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	26
4	4	0.03959932550787926	60024	cierto	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	25
5	5	0.029104935005307198	89512	triste	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	24
6	6	0.02866283431649208	18345	mejor	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	23
7	7	0.027972783893346786	100898	feliz	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	22
8	8	0.026138009503483772	14002	tarde	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	21
9	9	0.02113206870853901	40487	buena	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	20
10	10	0.016901107504963875	14445	poco	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	19
11	11	0.01324659027159214	52781	fácil	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	18
12	12	0.010606200434267521	49055	clara	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.0096086785197258	11439	grande	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.009478013962507248	58664	cierta	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.008485235273838043	16921	largo	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.007938489317893982	81137	lenta	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.007917734794318676	71126	fatal	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.007863824255764484	75204	amarga	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.007272626738995314	34689	dura	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.0063833012245595455	22541	breve	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.006173764355480671	97023	lejos	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.005881352350115776	81324	distante	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.004978087730705738	12028	bien	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.003841018071398139	29040	brief	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
25	25	0.0037132492288947105	73710	rara	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	4
26	26	0.0032344013452529907	34989	malo	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	3
27	27	0.0030298810452222824	98611	distinto	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	2
28	28	0.0029471460729837418	105034	cruel	desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	1
0	0	0.4847690165042877	96813	chica	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	29
1	1	0.21656860411167145	40487	buena	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	28
2	2	0.06095382571220398	43420	bella	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	27
3	3	0.017769930884242058	11439	grande	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	26
4	4	0.012108510360121727	29620	difícil	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	25
5	5	0.009870442561805248	32638	diferente	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	24
6	6	0.008874350227415562	29306	puta	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	23
7	7	0.00838270504027605	89512	triste	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	22
8	8	0.007885020226240158	18345	mejor	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	21
9	9	0.007331446278840303	14855	alta	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	20
10	10	0.0064760902896523476	100898	feliz	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	19
11	11	0.005292521324008703	28491	joven	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	18
12	12	0.004419014789164066	97023	lejos	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.003961688838899136	31630	pequeña	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.0030130348168313503	96349	niña	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.0027789375744760036	14445	poco	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.002772901440039277	81137	lenta	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.0027293493039906025	31854	larga	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.0023302221670746803	49055	clara	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.002289310097694397	58664	cierta	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.0021297913044691086	52781	fácil	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.0021262539085000753	61356	rica	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.002121466677635908	34689	dura	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.0018238703487440944	12028	bien	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.0018002997385337949	30785	mala	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
25	25	0.0017819305649027228	43330	blanca	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	4
26	26	0.00170771440025419	73710	rara	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	3
27	27	0.0015889665810391307	50289	niño	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	2
28	28	0.0015134034911170602	60024	cierto	esta es la chica, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	1
0	0	0.09140796959400177	40487	buena	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	29
1	1	0.07539651542901993	100898	feliz	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	28
2	2	0.07338731735944748	43420	bella	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	27
3	3	0.07274651527404785	29620	difícil	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	26
4	4	0.06455078721046448	31854	larga	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	25
5	5	0.06396036595106125	89512	triste	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	24
6	6	0.03592604026198387	32638	diferente	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	23
7	7	0.03459612652659416	11439	grande	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	22
8	8	0.020291168242692947	97023	lejos	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	21
9	9	0.020277993753552437	14002	tarde	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	20
10	10	0.018329689279198647	18345	mejor	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	19
11	11	0.015193035826086998	81324	distante	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	18
12	12	0.010083622299134731	29306	puta	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.009754804894328117	96349	niña	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.00847381167113781	16282	madre	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.007925073616206646	34689	dura	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.007458146195858717	105034	cruel	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.007093858439475298	60024	cierto	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.006434316746890545	28491	joven	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.006354907993227243	50289	niño	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.006232798099517822	18691	igual	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.005942827556282282	28554	humana	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.005905584432184696	81137	lenta	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.0055675208568573	15903	cara	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.0054886480793356895	70734	dulce	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
25	25	0.005306092090904713	24033	mujer	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	4
26	26	0.004688032437115908	31630	pequeña	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	3
27	27	0.004635156132280827	75204	amarga	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	2
28	28	0.004540370311588049	14855	alta	esta es mi madre, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	1
0	0	0.14775170385837555	43420	bella	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	29
1	1	0.14320054650306702	40487	buena	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	28
2	2	0.07262782752513885	29620	difícil	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	27
3	3	0.07035156339406967	32638	diferente	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	26
4	4	0.04931531101465225	89512	triste	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	25
5	5	0.04636457562446594	100898	feliz	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	24
6	6	0.02365134470164776	60024	cierto	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	23
7	7	0.02110506407916546	11439	grande	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	22
8	8	0.01750088483095169	18345	mejor	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	21
9	9	0.01619512215256691	31854	larga	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	20
10	10	0.011406575329601765	14002	tarde	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	19
11	11	0.010445702821016312	61356	rica	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	18
12	12	0.009986720979213715	66263	amiga	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.009673095308244228	18691	igual	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.009454751387238503	29306	puta	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.009176426567137241	70734	dulce	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.008549381978809834	97023	lejos	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.007721425034105778	52781	fácil	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.007540576625615358	40312	hermana	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.005856337957084179	34689	dura	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.005483859684318304	81324	distante	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.005271060857921839	49055	clara	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.005013045389205217	38455	negra	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.004738255869597197	105034	cruel	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.004638040438294411	64223	pura	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
25	25	0.004597678780555725	58664	cierta	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	4
26	26	0.004589985590428114	96349	niña	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	3
27	27	0.0041390592232346535	73710	rara	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	2
28	28	0.0038240740541368723	24033	mujer	esta es mi hermana, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	1
0	0	0.14058347046375275	40487	buena	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	29
1	1	0.10966531932353973	100898	feliz	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	28
2	2	0.09276177734136581	29620	difícil	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	27
3	3	0.0840107798576355	43420	bella	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	26
4	4	0.048075780272483826	32638	diferente	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	25
5	5	0.04080504551529884	89512	triste	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	24
6	6	0.02938258647918701	18345	mejor	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	23
7	7	0.023829102516174316	31854	larga	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	22
8	8	0.021648859605193138	14002	tarde	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	21
9	9	0.015945415943861008	11439	grande	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	20
10	10	0.011836198158562183	60024	cierto	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	19
11	11	0.010828410275280476	97023	lejos	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	18
12	12	0.008945122361183167	81324	distante	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.008748047985136509	28491	joven	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.008332015946507454	52781	fácil	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.007413461338728666	61356	rica	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.007383798714727163	34689	dura	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.007098113186657429	29306	puta	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.007027605082839727	14445	poco	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.006662425585091114	49055	clara	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.005540110170841217	18691	igual	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.005503594875335693	105034	cruel	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.005452117882668972	96349	niña	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.005434452090412378	28554	humana	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.004902534652501345	58664	cierta	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
25	25	0.004767959471791983	12028	bien	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	4
26	26	0.004250466823577881	81137	lenta	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	3
27	27	0.0040556262247264385	30785	mala	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	2
28	28	0.00405562249943614	75204	amarga	esta es mi abuela, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	1
0	0	0.12535220384597778	29620	difícil	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	29
1	1	0.1144748106598854	31854	larga	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	28
2	2	0.09078799188137054	40487	buena	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	27
3	3	0.04356799274682999	43420	bella	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	26
4	4	0.03160043805837631	89512	triste	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	25
5	5	0.026607776060700417	32638	diferente	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	24
6	6	0.025486065074801445	100898	feliz	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	23
7	7	0.021625574678182602	49055	clara	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	22
8	8	0.019732624292373657	18345	mejor	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	21
9	9	0.017080575227737427	11439	grande	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	20
10	10	0.011666344478726387	58664	cierta	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	19
11	11	0.009539098478853703	73710	rara	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	18
12	12	0.00755511038005352	60024	cierto	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	17
13	13	0.0073930262587964535	52781	fácil	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	16
14	14	0.007390213664621115	61356	rica	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	15
15	15	0.007339471485465765	23570	grave	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	14
16	16	0.007274705916643143	71126	fatal	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	13
17	17	0.006415244657546282	12596	importante	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	12
18	18	0.0062912823632359505	14002	tarde	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	11
19	19	0.005834162700921297	34689	dura	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	10
20	20	0.005779736675322056	30357	famosa	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	9
21	21	0.0051161060109734535	30785	mala	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	8
22	22	0.004776475019752979	81324	distante	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	7
23	23	0.004718547686934471	14855	alta	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	6
24	24	0.004636061377823353	81137	lenta	esta es mi profesora, desde que la conozco siempre ha sido muy [MASK].	flax-community/alberti-bert-base-multilingual-cased	female	5
