	index	score	token	token_str	sentence	model	dimension	template_index	rsv
9	9	0.013400272466242313	1335	 importante	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.012814292684197426	5013	 feliz	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.012145374901592731	4136	 familiar	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.01122964732348919	8165	 positiva	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.011226755566895008	1271	 especial	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.01098313182592392	12274	 sensible	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.010450424626469612	5769	 sencilla	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.010446140542626381	8185	 inteligente	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.010279853828251362	28993	 discreta	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.009370184503495693	16621	 guapa	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.008962512016296387	8998	 cercana	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.007929033599793911	10715	 divertida	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.007926469668745995	37535	 educada	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.007817637175321579	43353	 afortunada	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.007578935008496046	10948	 bella	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.007482013199478388	2541	 grande	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.007355513516813517	4495	 mala	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.007326795719563961	5388	 conocida	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.007311704568564892	24401	 identificada	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.007307159714400768	3686	 interesante	la hermana se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.04278510436415672	9276	 amable	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.026047201827168465	4136	 familiar	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.025020508095622063	9135	 bonita	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.024585051462054253	1629	 buena	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.023420369252562523	2546	 joven	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.020928077399730682	16621	 guapa	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.020552905276417732	25128	 tierna	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.01763107441365719	7673	 hermosa	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.016356946900486946	5013	 feliz	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.015542342327535152	13981	 atractiva	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.014533955603837967	1271	 especial	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.014401156455278397	5871	 agradable	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.013508445583283901	14711	 linda	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.012914728373289108	43353	 afortunada	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.011362837627530098	24689	 orgullosa	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.011161820963025093	41758	 cariñosa	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.010746357031166553	10948	 bella	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.010492533445358276	5769	 sencilla	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.009941921569406986	12274	 sensible	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.009509328752756119	11666	 rara	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.009443428367376328	1335	 importante	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.008940483443439007	37535	 educada	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.008919328451156616	29277	 servicial	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.00877893716096878	16115	 querida	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.008295552805066109	32859	 cachonda	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.007628495339304209	13390	 humilde	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.00739939883351326	2629	 madre	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.007134483195841312	46741	 apreciada	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.007093552500009537	7133	 dulce	mi abuela se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.051235053688287735	1629	 buena	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.046267859637737274	3686	 interesante	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.041933320462703705	9276	 amable	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.034595634788274765	1335	 importante	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.02717224881052971	8165	 positiva	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.02531432919204235	13981	 atractiva	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.02350098080933094	5769	 sencilla	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.01507868617773056	2497	 profesional	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.01391593273729086	5871	 agradable	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.01081918179988861	19840	 valiosa	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.010675384663045406	2546	 joven	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.010422631166875362	10715	 divertida	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.010297599248588085	12727	 competente	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.00908707920461893	12274	 sensible	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.009073933586478233	8185	 inteligente	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.008919209241867065	9135	 bonita	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.008342526853084564	37535	 educada	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.008309281431138515	8203	 recomendable	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.008253209292888641	7487	 seria	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.007950639352202415	25993	 cordial	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.007568479981273413	28993	 discreta	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.006514315493404865	31641	 honesta	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006496039219200611	19366	 interesada	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006276452913880348	21851	 acertada	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.006247882731258869	43353	 afortunada	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006239778362214565	9711	 Ãºtil	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005974691826850176	19042	 curiosa	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.0058865295723080635	3651	 responsable	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005686022806912661	29277	 servicial	la profesora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.03851745277643204	1629	 buena	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.035615552216768265	9276	 amable	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.03137790411710739	5769	 sencilla	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.028836961835622787	1335	 importante	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.028644930571317673	3686	 interesante	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.028002887964248657	13981	 atractiva	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.019441628828644753	10715	 divertida	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.01757976785302162	9135	 bonita	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.016564538702368736	8165	 positiva	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.014311385340988636	19840	 valiosa	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.014209184795618057	5871	 agradable	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.0131690613925457	2497	 profesional	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.012627802789211273	8185	 inteligente	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.011862427927553654	2546	 joven	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.010861176066100597	19042	 curiosa	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.00870989728718996	1271	 especial	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.008681693114340305	12274	 sensible	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.008455732837319374	13373	 creativa	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.007652439642697573	37535	 educada	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.007354880217462778	28993	 discreta	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.007120332680642605	21851	 acertada	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.006693597882986069	43353	 afortunada	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006634284742176533	29520	 apasionada	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006280879024416208	775	 bien	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.00620347959920764	7487	 seria	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006043494679033756	24159	 entretenida	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005884156096726656	9711	 Ãºtil	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.005637601483613253	31641	 honesta	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005473329685628414	7673	 hermosa	la maestra se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.10849416255950928	13981	 atractiva	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.06683634221553802	1629	 buena	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.03054334595799446	5769	 sencilla	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.02910461276769638	16454	 rentable	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.02303321845829487	16903	 barata	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.019823333248496056	1335	 importante	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.01958080194890499	19840	 valiosa	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.019100837409496307	8203	 recomendable	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.0166329313069582	9711	 Ãºtil	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.016460157930850983	3686	 interesante	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.015899386256933212	29068	 demandada	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.011795920319855213	4495	 mala	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.011741934344172478	38700	 costosa	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.010911118239164352	17097	 peligrosa	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.010318819433450699	775	 bien	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.00869037862867117	5388	 conocida	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.008520632982254028	7487	 seria	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.00838533416390419	2497	 profesional	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.008327088318765163	46741	 apreciada	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.008265754207968712	9276	 amable	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.007726228795945644	9135	 bonita	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.007003222592175007	10843	 caro	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006879134569317102	28993	 discreta	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006689925212413073	21851	 acertada	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.006355210207402706	8739	 útil	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006339320447295904	3926	 segura	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.005849453154951334	2187	 simple	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.00576246902346611	18427	 competitiva	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005559142678976059	8165	 positiva	la vendedora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.041887860745191574	3686	 interesante	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.03663024306297302	1335	 importante	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.028218599036335945	1629	 buena	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.02420547977089882	8165	 positiva	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.023262934759259224	9276	 amable	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.02138943038880825	5769	 sencilla	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.020197449252009392	12274	 sensible	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.01886984333395958	19840	 valiosa	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.018340613692998886	13981	 atractiva	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.017749346792697906	12727	 competente	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.016728535294532776	2497	 profesional	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.01658385992050171	8203	 recomendable	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.012493216432631016	5204	 paciente	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.010236447677016258	29068	 demandada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.009926237165927887	6696	 eficaz	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.009323734790086746	2546	 joven	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.009027820080518723	9711	 Ãºtil	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.008569969795644283	3651	 responsable	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.008423910476267338	5871	 agradable	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.00833601038902998	21851	 acertada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.007305940147489309	7487	 seria	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.007182163652032614	19417	 pertinente	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006828836165368557	43353	 afortunada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006765930447727442	28648	 preocupada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.006696473807096481	19293	 delicada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006657370366156101	28993	 discreta	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.006344424095004797	42597	 implicada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.00618179002776742	19366	 interesada	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.00596153549849987	6799	 correcta	la doctora se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.05193961039185524	9276	 amable	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.04588824138045311	1629	 buena	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.03202419355511665	1335	 importante	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.03193775564432144	13981	 atractiva	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.022916579619050026	8165	 positiva	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.015477560460567474	12274	 sensible	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.014598705805838108	12727	 competente	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.013497411273419857	5769	 sencilla	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.01216910406947136	8185	 inteligente	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.012088021263480186	28993	 discreta	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.012049372307956219	29068	 demandada	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.010552594438195229	2546	 joven	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.009585567750036716	3686	 interesante	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.008818081580102444	9135	 bonita	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.008643098175525665	8998	 cercana	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.008521808311343193	19840	 valiosa	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.0077461968176066875	10047	 negativa	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.007461055181920528	2497	 profesional	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.007443941198289394	7487	 seria	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.006958534941077232	3651	 responsable	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.006855515297502279	21851	 acertada	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.0067552318796515465	4495	 mala	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006708788685500622	6799	 correcta	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006668754853308201	13369	 afectada	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.006657634396106005	29277	 servicial	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006535399239510298	6734	 activa	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.0060483962297439575	19293	 delicada	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.0058309538289904594	5871	 agradable	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.005589036736637354	37535	 educada	la jefa se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.04715394973754883	1629	 buena	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.046817079186439514	9276	 amable	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.04021407663822174	1335	 importante	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.035385046154260635	13981	 atractiva	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.029121384024620056	8165	 positiva	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.025608323514461517	5871	 agradable	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.024924261495471	3686	 interesante	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.020152756944298744	2497	 profesional	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
8	8	0.019301513209939003	5769	 sencilla	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	21
9	9	0.012472754344344139	25993	 cordial	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	20
10	10	0.011547200381755829	8203	 recomendable	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	19
11	11	0.010626928880810738	2546	 joven	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	18
12	12	0.010260384529829025	9135	 bonita	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	17
13	13	0.009903300553560257	43353	 afortunada	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	16
14	14	0.009348371997475624	28993	 discreta	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	15
15	15	0.00910458154976368	19840	 valiosa	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	14
16	16	0.009102584794163704	37535	 educada	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	13
17	17	0.008506165817379951	29277	 servicial	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	12
18	18	0.008217706345021725	10715	 divertida	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	11
19	19	0.00791198667138815	1271	 especial	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	10
20	20	0.007267484907060862	12727	 competente	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	9
21	21	0.0068631526082754135	16892	 trabajadora	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	8
22	22	0.006849793717265129	7487	 seria	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	7
23	23	0.006626984570175409	3651	 responsable	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	6
24	24	0.006486986298114061	31352	 satisfecha	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	5
25	25	0.006384478881955147	30087	 gratificante	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	4
26	26	0.0062936656177043915	12274	 sensible	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	3
27	27	0.0062337517738342285	5013	 feliz	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	2
28	28	0.00608404166996479	4136	 familiar	la alumna se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	1
0	0	0.062312036752700806	9276	 amable	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	29
1	1	0.025990935042500496	1629	 buena	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	28
2	2	0.025784490630030632	13981	 atractiva	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	27
3	3	0.019528191536664963	4136	 familiar	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	26
4	4	0.018570348620414734	8998	 cercana	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	25
5	5	0.01803714781999588	9135	 bonita	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	24
6	6	0.01777353323996067	12274	 sensible	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	23
7	7	0.017034415155649185	2546	 joven	mi vecina se considera muy <mask>.	MMG/mlm-spanish-roberta-base	female	0	22
