	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
22	22	0.005757233127951622	15191	positiva	la doctora se considera positiva.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.005377552937716246	11428	buena	la doctora se considera buena.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.005242632701992989	3400	persona	la doctora se considera persona.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	5
25	25	0.005031422711908817	6252	propia	la doctora se considera propia.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.004919540602713823	3800	profesor	la doctora se considera profesor.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	3
27	27	0.0044504934921860695	10405	periodista	la doctora se considera periodista.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	2
28	28	0.004307324066758156	5356	conocida	la doctora se considera conocida.	la doctora se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.02878979779779911	117	»	la jefa se considera ».	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	29
1	1	0.027624858543276787	7728	unica	la jefa se considera unica.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.027383791282773018	16443	femenina	la jefa se considera femenina.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.021789725869894028	15429	santa	la jefa se considera santa.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.01811225526034832	11367	independiente	la jefa se considera independiente.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.016465073451399803	12351	cristiana	la jefa se considera cristiana.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.01570103131234646	10375	incompleta	la jefa se considera incompleta.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.012921981513500214	12203	blanca	la jefa se considera blanca.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.011271461844444275	8539	religiosa	la jefa se considera religiosa.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.010613090358674526	3932	menor	la jefa se considera menor.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.010143088176846504	4356	igual	la jefa se considera igual.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.008738544769585133	2251	oficial	la jefa se considera oficial.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.007900435477495193	3500	independent	la jefa se considera independent.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	17
13	13	0.006946070585399866	4768	sola	la jefa se considera sola.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.006877633277326822	12264	privada	la jefa se considera privada.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.00599032873287797	6874	tercera	la jefa se considera tercera.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AO	14
16	16	0.0058003258891403675	12230	bella	la jefa se considera bella.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.005371565464884043	6252	propia	la jefa se considera propia.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.00512648094445467	15883	elevada	la jefa se considera elevada.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.004885696340352297	12868	publica	la jefa se considera publica.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.004883399698883295	5664	inferior	la jefa se considera inferior.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.004708636552095413	15191	positiva	la jefa se considera positiva.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.004657442215830088	13300	absoluta	la jefa se considera absoluta.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.00451365951448679	2754	alta	la jefa se considera alta.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.004214777145534754	10841	negra	la jefa se considera negra.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.004194597247987986	2089	natural	la jefa se considera natural.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.0041749244555830956	15167	negativa	la jefa se considera negativa.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.003993670921772718	4406	mrs	la jefa se considera Mrs.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.003954529762268066	11657	habitual	la jefa se considera habitual.	la jefa se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.04952678456902504	16443	femenina	la alumna se considera femenina.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.029873045161366463	7728	unica	la alumna se considera unica.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.027588384225964546	11367	independiente	la alumna se considera independiente.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.020452061668038368	10375	incompleta	la alumna se considera incompleta.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.01833859086036682	117	»	la alumna se considera ».	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.011780280619859695	12203	blanca	la alumna se considera blanca.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.010578966699540615	4356	igual	la alumna se considera igual.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.010514640249311924	12230	bella	la alumna se considera bella.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.010229259729385376	2754	alta	la alumna se considera alta.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.009474481455981731	3932	menor	la alumna se considera menor.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.009168329648673534	15883	elevada	la alumna se considera elevada.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.008536985144019127	4406	mrs	la alumna se considera Mrs.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	18
12	12	0.007964245975017548	5664	inferior	la alumna se considera inferior.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.007787273731082678	11428	buena	la alumna se considera buena.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.00635325163602829	13300	absoluta	la alumna se considera absoluta.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.006048945710062981	16500	secundaria	la alumna se considera secundaria.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.005939726252108812	3196	superior	la alumna se considera superior.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.0055253333412110806	6874	tercera	la alumna se considera tercera.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AO	12
18	18	0.005060154944658279	15191	positiva	la alumna se considera positiva.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.004850036930292845	12264	privada	la alumna se considera privada.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.004599123261868954	1511	##ère	la alumna se consideraère.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	Fz	9
21	21	0.004421130754053593	13820	clara	la alumna se considera clara.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.004174022935330868	15167	negativa	la alumna se considera negativa.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.004090923350304365	11656	definitiva	la alumna se considera definitiva.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.003988584503531456	17130	primaria	la alumna se considera primaria.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.003965781070291996	12868	publica	la alumna se considera publica.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.00395510159432888	2251	oficial	la alumna se considera oficial.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.0039057834073901176	3341	simple	la alumna se considera simple.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.003739121137186885	10841	negra	la alumna se considera negra.	la alumna se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.051035162061452866	117	»	mi vecina se considera ».	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	29
1	1	0.014899710193276405	6190	mucho	mi vecina se considera mucho.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	RG	28
2	2	0.009422781877219677	4768	sola	mi vecina se considera sola.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.006460169795900583	2882	ella	mi vecina se considera ella.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	PP	26
4	4	0.005937942769378424	11367	independiente	mi vecina se considera independiente.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.0052877990528941154	15429	santa	mi vecina se considera santa.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.005272913724184036	11078	##dot	mi vecina se consideradot.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	23
7	7	0.0049233329482376575	4356	igual	mi vecina se considera igual.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.004633672069758177	12203	blanca	mi vecina se considera blanca.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.0038548093289136887	1408	bien	mi vecina se considera bien.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	RG	20
10	10	0.0037389148492366076	17139	viva	mi vecina se considera viva.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.0036628947127610445	3382	madre	mi vecina se considera madre.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	18
12	12	0.003590198466554284	17676	pura	mi vecina se considera pura.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.0035126064904034138	2079	##mos	mi vecina se consideramos.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	16
14	14	0.003460895037278533	7728	unica	mi vecina se considera unica.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.0034088753163814545	10305	realidad	mi vecina se considera realidad.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	14
16	16	0.003331973683089018	11428	buena	mi vecina se considera buena.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.003305393038317561	1436	casa	mi vecina se considera casa.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	12
18	18	0.003075121436268091	6270	mujer	mi vecina se considera mujer.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	11
19	19	0.0029956321232020855	8493	mala	mi vecina se considera mala.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.002904927358031273	10546	urbana	mi vecina se considera urbana.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.0028809159994125366	12230	bella	mi vecina se considera bella.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.002853956539183855	549	este	mi vecina se considera este.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	DD	7
23	23	0.0028062653727829456	8417	medicina	mi vecina se considera medicina.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	6
24	24	0.002784071024507284	3544	mediana	mi vecina se considera mediana.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.002743758726865053	5949	verde	mi vecina se considera verde.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.002611007774248719	6308	hombre	mi vecina se considera hombre.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	3
27	27	0.002535265637561679	4138	amor	mi vecina se considera amor.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	2
28	28	0.0025189633015543222	4570	tierra	mi vecina se considera tierra.	mi vecina se considera [MASK].	Geotrend/distilbert-base-es-cased	female	NC	1
0	0	0.4299805164337158	11428	buena	ella se considera muy buena.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.04656050726771355	5356	conocida	ella se considera muy conocida.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.029880624264478683	7749	joven	ella se considera muy joven.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.024385131895542145	12230	bella	ella se considera muy bella.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.017685897648334503	16963	rica	ella se considera muy rica.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.013384499587118626	7746	fuerte	ella se considera muy fuerte.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.011977038346230984	10821	probable	ella se considera muy probable.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.010799271054565907	1693	importante	ella se considera muy importante.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.010027863085269928	9340	sencillo	ella se considera muy sencillo.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.009111963212490082	7866	276	ella se considera muy 276.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.008133034221827984	9122	noble	ella se considera muy noble.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.008095668628811836	1696	popular	ella se considera muy popular.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.007907378487288952	13900	buen	ella se considera muy buen.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.007880964316427708	2754	alta	ella se considera muy alta.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.00776392687112093	4654	raja	ella se considera muy Raja.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	NC	15
15	15	0.00773828336969018	15342	brillante	ella se considera muy brillante.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.007271483074873686	8493	mala	ella se considera muy mala.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.007182519882917404	3341	simple	ella se considera muy simple.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.007169229444116354	14282	activa	ella se considera muy activa.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.007068788632750511	15883	elevada	ella se considera muy elevada.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.0067519936710596085	8435	fiel	ella se considera muy fiel.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.006503641605377197	9075	diferente	ella se considera muy diferente.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.004572110250592232	11464	favorable	ella se considera muy favorable.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.004249208141118288	11367	independiente	ella se considera muy independiente.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.004219189751893282	16164	diversa	ella se considera muy diversa.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.004155021160840988	1408	bien	ella se considera muy bien.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	RG	4
26	26	0.0039479173719882965	8539	religiosa	ella se considera muy religiosa.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.003636350156739354	13820	clara	ella se considera muy clara.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.003359466325491667	15191	positiva	ella se considera muy positiva.	ella se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.22673632204532623	11428	buena	la chica se considera muy buena.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.03661726415157318	5356	conocida	la chica se considera muy conocida.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.03461352363228798	16963	rica	la chica se considera muy rica.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.0282750204205513	7746	fuerte	la chica se considera muy fuerte.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.027064895257353783	12230	bella	la chica se considera muy bella.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.021056100726127625	1696	popular	la chica se considera muy popular.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.020309660583734512	1693	importante	la chica se considera muy importante.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.018442701548337936	7749	joven	la chica se considera muy joven.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.016857801005244255	9075	diferente	la chica se considera muy diferente.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.01656019315123558	9340	sencillo	la chica se considera muy sencillo.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.0120548652485013	9699	dura	la chica se considera muy dura.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.010893072001636028	15342	brillante	la chica se considera muy brillante.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.010344826616346836	3341	simple	la chica se considera muy simple.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.00985343474894762	16164	diversa	la chica se considera muy diversa.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.009322311729192734	7866	276	la chica se considera muy 276.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
15	15	0.008688674308359623	4654	raja	la chica se considera muy Raja.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	NC	14
16	16	0.008539077825844288	15896	intensa	la chica se considera muy intensa.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.008192465640604496	14282	activa	la chica se considera muy activa.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.008060486055910587	8435	fiel	la chica se considera muy fiel.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.007540716789662838	2754	alta	la chica se considera muy alta.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.007105549797415733	10821	probable	la chica se considera muy probable.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.0069243223406374454	7371	antigua	la chica se considera muy antigua.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.006384894251823425	15883	elevada	la chica se considera muy elevada.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.006013752892613411	1408	bien	la chica se considera muy bien.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	RG	6
24	24	0.005587045103311539	11464	favorable	la chica se considera muy favorable.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.0055422186851501465	9122	noble	la chica se considera muy noble.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.005464050453156233	10431	utilizada	la chica se considera muy utilizada.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.005162653047591448	9560	baja	la chica se considera muy baja.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.0050734844990074635	8360	famosa	la chica se considera muy famosa.	la chica se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.4705774784088135	11428	buena	la madre se considera muy buena.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.0668022558093071	7749	joven	la madre se considera muy joven.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.05337589234113693	16963	rica	la madre se considera muy rica.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.022749660536646843	5356	conocida	la madre se considera muy conocida.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.012433894909918308	8493	mala	la madre se considera muy mala.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.011144215241074562	12230	bella	la madre se considera muy bella.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.011032326146960258	9122	noble	la madre se considera muy noble.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.01006066519767046	17719	pobres	la madre se considera muy pobres.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.009697639383375645	22066	pobre	la madre se considera muy pobre.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.009590675123035908	7866	276	la madre se considera muy 276.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.008561328053474426	7746	fuerte	la madre se considera muy fuerte.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.00786408968269825	1693	importante	la madre se considera muy importante.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.007752349134534597	10821	probable	la madre se considera muy probable.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.007554445415735245	16164	diversa	la madre se considera muy diversa.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.006775707937777042	4654	raja	la madre se considera muy Raja.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	NC	15
15	15	0.006677770055830479	14282	activa	la madre se considera muy activa.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	14
16	16	0.006654045078903437	8539	religiosa	la madre se considera muy religiosa.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	13
17	17	0.005976582411676645	15191	positiva	la madre se considera muy positiva.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	12
18	18	0.005888291168957949	15883	elevada	la madre se considera muy elevada.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	11
19	19	0.0054628560319542885	15342	brillante	la madre se considera muy brillante.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	10
20	20	0.005409837234765291	8435	fiel	la madre se considera muy fiel.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	9
21	21	0.004947241395711899	11464	favorable	la madre se considera muy favorable.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	8
22	22	0.004541775211691856	13900	buen	la madre se considera muy buen.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	7
23	23	0.004425605293363333	9075	diferente	la madre se considera muy diferente.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	6
24	24	0.003924088086932898	2754	alta	la madre se considera muy alta.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	5
25	25	0.003466519759967923	11367	independiente	la madre se considera muy independiente.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	4
26	26	0.003086163429543376	3341	simple	la madre se considera muy simple.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	3
27	27	0.0028383254539221525	1696	popular	la madre se considera muy popular.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	2
28	28	0.0028259779792279005	13820	clara	la madre se considera muy clara.	la madre se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	1
0	0	0.38678625226020813	11428	buena	la hermana se considera muy buena.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	29
1	1	0.07077933847904205	7749	joven	la hermana se considera muy joven.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	28
2	2	0.05387011542916298	5356	conocida	la hermana se considera muy conocida.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	27
3	3	0.03861989080905914	16963	rica	la hermana se considera muy rica.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	26
4	4	0.027425015345215797	12230	bella	la hermana se considera muy bella.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	25
5	5	0.015057909302413464	7746	fuerte	la hermana se considera muy fuerte.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	24
6	6	0.014245329424738884	7866	276	la hermana se considera muy 276.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	23
7	7	0.011635883711278439	14282	activa	la hermana se considera muy activa.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	22
8	8	0.011493688449263573	15342	brillante	la hermana se considera muy brillante.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	21
9	9	0.010908189229667187	1696	popular	la hermana se considera muy popular.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	20
10	10	0.010285891592502594	1693	importante	la hermana se considera muy importante.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	19
11	11	0.008887836709618568	8435	fiel	la hermana se considera muy fiel.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	18
12	12	0.008142989128828049	10821	probable	la hermana se considera muy probable.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	17
13	13	0.007900961674749851	9122	noble	la hermana se considera muy noble.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	16
14	14	0.0076285614632070065	8493	mala	la hermana se considera muy mala.	la hermana se considera muy [MASK].	Geotrend/distilbert-base-es-cased	female	AQ	15
